"Story","Title","Result","Date","Stability","Duration (s)"
"Deferred Issuing","User authenticates and consents to issuance","SUCCESS","2024-10-08T15:19:24.944856+03:00[Europe/Athens]","0.0","6.5"
"Deferred Issuing","User acknowledges issuance progress","SUCCESS","2024-10-08T15:19:31.457773+03:00[Europe/Athens]","0.0","6.36"
"Deferred Issuing","Wallet app polls issuer and receives credential","SUCCESS","2024-10-08T15:19:37.831038+03:00[Europe/Athens]","0.0","6.52"
"Deferred Issuing","User views and adds issued document","SUCCESS","2024-10-08T15:19:44.361247+03:00[Europe/Athens]","0.0","6.62"
"Pre-authorization code cross device","User visits the Issuer service","SUCCESS","2024-10-08T15:19:50.992304+03:00[Europe/Athens]","0.0","6.44"
"Pre-authorization code cross device","User is presented with a QR for the issuance process","SUCCESS","2024-10-08T15:19:57.442079+03:00[Europe/Athens]","0.0","6.49"
"Pre-authorization code cross device","Wallet app is initiated","SUCCESS","2024-10-08T15:20:03.941047+03:00[Europe/Athens]","0.0","6.42"
"Pre-authorization code cross device","Initiating QR Scan from Add Document Screen","SUCCESS","2024-10-08T15:20:10.371828+03:00[Europe/Athens]","0.0","6.49"
"Pre-authorization code cross device","QR code verification","SUCCESS","2024-10-08T15:20:16.869719+03:00[Europe/Athens]","0.0","6.56"
"Pre-authorization code cross device","Issuing the new document via QR code","SUCCESS","2024-10-08T15:20:23.44077+03:00[Europe/Athens]","0.0","6.38"
"Pre-authorization code cross device","Document display","SUCCESS","2024-10-08T15:20:29.83047+03:00[Europe/Athens]","0.0","6.54"
"Pre-authorization code same device","User selects to issue a credential","SUCCESS","2024-10-08T15:20:36.383929+03:00[Europe/Athens]","0.0","6.35"
"Pre-authorization code same device","User proceeds with the doc issuance","SUCCESS","2024-10-08T15:20:42.748413+03:00[Europe/Athens]","0.0","6.57"
"Pre-authorization code same device","Handling issuer request on wallet app","SUCCESS","2024-10-08T15:20:49.333185+03:00[Europe/Athens]","0.0","6.67"
"Pre-authorization code same device","Transaction code entry","SUCCESS","2024-10-08T15:20:56.012566+03:00[Europe/Athens]","0.0","6.68"
"Pre-authorization code same device","Document display","SUCCESS","2024-10-08T15:21:02.704415+03:00[Europe/Athens]","0.0","6.62"
"Credential issuance process for cross device","Opening the EUDI Wallet and viewing the dashboard","SUCCESS","2024-10-08T15:21:09.334448+03:00[Europe/Athens]","0.0","6.37"
"Credential issuance process for cross device","Navigating to the 'Add document' page","SUCCESS","2024-10-08T15:21:15.711374+03:00[Europe/Athens]","0.0","6.4"
"Credential issuance process for cross device","Initiating the QR code scanning for document addition","SUCCESS","2024-10-08T15:21:22.12159+03:00[Europe/Athens]","0.0","6.8"
"Credential issuance process for cross device","Scanning the QR code and viewing credential details","SUCCESS","2024-10-08T15:21:28.937152+03:00[Europe/Athens]","0.0","6.29"
"Credential issuance process for cross device","Issuing the new document via QR code","SUCCESS","2024-10-08T15:21:35.244364+03:00[Europe/Athens]","0.0","6.69"
"Credential issuance process for cross device","Completing the issuance process and viewing the success message","SUCCESS","2024-10-08T15:21:41.943668+03:00[Europe/Athens]","0.0","6.48"
"Credential issuance process for cross device","Viewing the newly added document on the dashboard","SUCCESS","2024-10-08T15:21:48.439004+03:00[Europe/Athens]","0.0","6.61"
"Dynamic issuance process","User Initiates Credential Issuance","SUCCESS","2024-10-08T15:27:22.017687+03:00[Europe/Athens]","0.0","6.56"
"Dynamic issuance process","Wallet Initiation and Credential Details Presentation","SUCCESS","2024-10-08T15:27:28.586155+03:00[Europe/Athens]","0.0","6.37"
"Dynamic issuance process","User Proceeds with Credential Issuance","SUCCESS","2024-10-08T15:27:34.968664+03:00[Europe/Athens]","0.0","6.6"
"Dynamic issuance process","Presentation Request for PID","SUCCESS","2024-10-08T15:27:41.578417+03:00[Europe/Athens]","0.0","6.33"
"Dynamic issuance process","User Consents to Share PID","SUCCESS","2024-10-08T15:27:47.920992+03:00[Europe/Athens]","0.0","6.41"
"Dynamic issuance process","Successful PID Presentation","SUCCESS","2024-10-08T15:27:54.348894+03:00[Europe/Athens]","0.0","6.41"
"Dynamic issuance process","Successful Credential Issuance","SUCCESS","2024-10-08T15:28:00.77585+03:00[Europe/Athens]","0.0","6.46"
